ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;UBICACION;USO;MODELO
"3530207";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448695.16";"4482723.21";"ETRS89";40.49362587;-3.60542308;"CALLE";"JULIO CANO LASSO";"47";"28055";"CONECTOR JORDI SOLE TURA";"31040778";"2017-05-16 00:00:00.0";"FUE_16_0152";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3531365";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438842.224";"4483134.84";"ETRS89";40.49666643;-3.72172440;"CALLE";"MARIA DE MAEZTU";"148";"28049";;"31049966";;"FUE_08_0147";"FUE25";"ZV";"PERSONAS";"EGEA"
"3531367";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438722.367";"4482907.29";"ETRS89";40.49460774;-3.72311672;"CALLE";"MARIA DE MAEZTU";"120";"28049";"JUNTO A JUEGOS MAYORES";"31050035";;"FUE_08_0148";"FUE25";"ZV";"PERSONAS";"EGEA"
"3531372";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438584.784";"4482766.8";"ETRS89";40.49333200;-3.72472655;"CALLE";"SENDA DEL INFANTE";"54";"28049";"C/V CALLE SENDA DEL INFANTE";"31037710";;"FUE_08_0149";"FUE25";"ZV";"PERSONAS";"EGEA"
"3531377";"Fuentes de beber";"084";"PILAR";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440043.598";"4480524.8";"ETRS89";40.47324192;-3.70730113;"AVENIDA";"EL FERROL";"35";"28029";"CALLE RIBADAVIA 45";"11046306";;"FUE_08_0152";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3531398";"Fuentes de beber";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439459.51";"4478045.57";"ETRS89";40.45086570;-3.71395457;"PASEO";"JUAN XXIII";"21";"28040";;"31014661";"2018-03-07 00:00:00.0";"FUE_09_0120";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3558557";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448618.646";"4482199.06";"ETRS89";40.48889931;-3.60628344;"CALLE";"ESTANISLAO PEREZ PITA";"70";"28055";"C/V C/ GUSTAVO PÉREZ PUIG";"31063044";;"FUE_16_0173";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3568640";"Fuentes de beber";"102";"PUERTA DEL ANGEL";"10";"LATINA";"OPERATIVO";"438559.778";"4473705.915";"ETRS89";40.41170630;-3.72414484;"CALLE";"PABLO CASALS";"2";"28011";"ENTRE FAROLAS 2 Y 3, PROXIMO A PISTA DE FUTBOL";"11060052";"2017-10-16 00:00:00.0";"FUE_10_0110";"FUE25";"VP";"PERSONAS";"MU-37B"
"3568799";"Fuentes de beber";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"445907.19";"4475578.89";"ETRS89";40.42908908;-3.63771174;"CALLE";"LUIS RUIZ";"48";"28017";"EN TRAMO PEATONAL GREGORIO DONAS";"31030631";"2017-09-18 00:00:00.0";"FUE_15_0121";"FUE25";"VP";"PERSONAS";"MU-S37A"
"3568802";"Fuentes de beber";"153";"QUINTANA";"15";"CIUDAD LINEAL";"OPERATIVO";"444726.653";"4476271.888";"ETRS89";40.43525438;-3.65168876;"CALLE";"VIRGEN DE LLUC";"42";"28027";"PARQUE CALERO, JUNTO ÁREA CANINA";"11109420";"2017-10-13 00:00:00.0";"FUE_15_0123";"FUE25";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"3569053";"Fuentes de beber";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"443585.18";"4475363.43";"ETRS89";40.42699387;-3.66506558;"CALLE";"RUFINO BLANCO";"27";"28028";"EN GLORIETA CENTRAL DE JARDINES DE LAS MUJERES DE VENTAS";"31034502";"2017-10-26 00:00:00.0";"FUE_04_0040";"FUE25";"ZV";"PERSONAS";"MU-37A"
"10040803";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447330.063";"4481612.22";"ETRS89";40.48353200;-3.62143871;"Avenida";"Avenida de las Fuerzas Armadas";"11";"28055";;;;;"PV24";"";"";""
"10040808";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446829.141";"4480378.512";"ETRS89";40.47238619;-3.62724517;"Calle";"Calle Ariadna";"2";"28033";;;;;"PV24";"";"";""
"10040811";"Fuentes de beber";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443190.725";"4468707.601";"ETRS89";40.36700754;-3.66912160;"Avenida";"Avenida del Conocimiento";;"28053";;;;;"PV24";"";"";""
"10040812";"Fuentes de beber";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"442914.01";"4468479.016";"ETRS89";40.36492941;-3.67236018;"Avenida";"Avenida del Conocimiento";;"28053";;;;;"PV24";"";"";""
"10046448";"Fuentes de beber";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439286.799";"4473557.836";"ETRS89";40.41042569;-3.71556256;"CALLE";"JERTE";"3";"28005";"Parque de la Cornisa";"20000014";"2025-06-05 00:00:00.0";"FUE_01_0122";"FUE25";"ZV";"PERSONAS";"MU-37AA"
"10052854";"Fuentes de beber";"123";"SAN FERMIN";"12";"USERA";"OPERATIVO";"441209.539";"4469129.689";"ETRS89";40.37067259;-3.69249411;"CALLE";"POPULAR MADRILEÑA";"11";"28041";"CERCA ÁREA DE CALISTENIA";"20142337";"2025-06-18 00:00:00.0";"FUE_12_0092";"FUE25";"ZV";"PERSONAS";"MU-37AA"
"10081659";"Fuentes de beber";"151";"VENTAS";"15";"CIUDAD LINEAL";"OPERATIVO";"444436.269";"4474446.136";"ETRS89";40.41878765;-3.65495270;"CALLE";"FELIX RODRIGUEZ DE LA FUENTE";"26";"28017";"PINAR DE LA ELIPA, junto a zona canina";"20093274";"2025-07-28 00:00:00.0";"FUE_15_0143";"FUE25";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA ESTELA"
"10083506";"Fuentes de beber";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"442720.935";"4470632.408";"ETRS89";40.38431520;-3.67482758;"CALLE";"CONCEJO DE TEVERGA";"22";"28053";"CERCA ÁREA INFANTIL";"20063169";"2025-08-05 00:00:00.0";"FUE_13_0191";"FUE25";"ZV";"PERSONAS";"MU-37A"
"10083544";"Fuentes de beber";"125";"MOSCARDO";"12";"USERA";"OPERATIVO";"439484.88";"4470860.027";"ETRS89";40.38613695;-3.71297173;"CALLE";"MARQUESA DE SILVELA";"15";"28026";"CERCA ZONA DE PETANCA";"11085109";"2025-08-05 00:00:00.0";"FUE_12_0093";"FUE25";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"10087194";"Fuentes de beber";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"440230.888";"4479991.887";"ETRS89";40.46845473;-3.70504163;"CALLE";"PANDO";"2";"28029";"Junto a zona infantil";"11034794";"2025-08-26 00:00:00.0";"FUE_06_0109";"FUE25";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"10087195";"Fuentes de beber";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"440194.905";"4479998.502";"ETRS89";40.46851173;-3.70546669;"CALLE";"PANDO";"6";"28029";"Cerca zona infantil";"11034796";"2025-08-26 00:00:00.0";"FUE_06_0110";"FUE25";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"1118899";"Fuentes de beber";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"FUERA_DE_SERVICIO";"448223.6";"4473350.68";"ETRS89";40.40916335;-3.61022319;"CALLE";"CALAHORRA";"22 B";"28032";"ENTRE FAROLAS 7 Y 8 DE PLAZA VICALVARADA, EN CENTRO ZONA ESTANCIAL";"31053577";;"FUE_19_0140";"FUE25";"ZV";"PERSONAS";"MU-37E"
"1118921";"Fuentes de beber";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"443881.34";"4475590.91";"ETRS89";40.42906316;-3.66159450;"PLAZA";"AMERICA ESPAÑOLA";"1";"28028";"ACCESO FINAL PARQUE FUENTE DEL BERRO, PROXIMO A AREA CANINA";"31070561";"2017-04-27 00:00:00.0";"FUE_04_0039";"FUE25";"ZV";"MASCOTAS";"BEBEDERO TERRIER"
"3530213";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448696.169";"4481911.509";"ETRS89";40.48631369;-3.60534547;"CALLE";"FERNANDO HIGUERAS";"55";"28055";"C/V C/ JULIO CANO LASSO";"31039443";"2017-05-16 00:00:00.0";"FUE_16_0172";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3530535";"Fuentes de beber";"159";"COSTILLARES";"15";"CIUDAD LINEAL";"OPERATIVO";"443892.05";"4481542.01";"ETRS89";40.48267430;-3.66199421;"CALLE";"JAZMIN";"49";"28033";"JUNTO ÁREA INFANTIL";"20184185";"2017-06-13 00:00:00.0";"FUE_15_0120";"FUE25";"ZV";"PERSONAS";"MU-37B"
"3530545";"Fuentes de beber";"202";"HELLIN";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"447230.89";"4475713.172";"ETRS89";40.43038379;-3.62211839;"AVENIDA";"ARCENTALES";"4";"28037";"JUNTO AUDITORIO Y CARRIL BICI, EN PARQUE EL PARAISO";"31041888";"2017-05-31 00:00:00.0";"FUE_20_0110";"FUE25";"ZV";"PERSONAS";"MU-37AA"
"3530650";"Fuentes de beber";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438406.713";"4480606.82";"ETRS89";40.47386101;-3.72661785;"CALLE";"JOAQUIN LORENZO";"36";"28035";"EN EL PARQUE DE ENFRENTE";"11044479";;"FUE_08_0150";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3530868";"Fuentes de beber";"016";"SOL";"01";"CENTRO";"OPERATIVO";"439879.02";"4474144.04";"ETRS89";40.41574947;-3.70863858;"CALLE";"CIUDAD RODRIGO";"6";"28012";"cv Travesía de Bringas";"11007722";"2017-06-22 00:00:00.0";"FUE_01_0044";"FUE25";"VP";"PERSONAS";"MU-37E"
"3531364";"Fuentes de beber";"084";"PILAR";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440030.6";"4480481.6";"ETRS89";40.47285182;-3.70745037;"CALLE";"RIBADAVIA";"45";"28029";"CALLE RIBADAVIA 27";"31041111";"2017-07-21 00:00:00.0";"FUE_08_0062";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3531374";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"442339.163";"4484287.762";"ETRS89";40.50730272;-3.68056474;"CARRETERA";"FUENCARRAL A HORTALEZA";"7";"28050";"C/V CALLE DEL CASTILLO DE CANDANCHÚ";"31070899";;"FUE_08_0151";"FUE25";"ZV";"PERSONAS";"EGEA"
"3565789";"Fuentes de beber";"032";"ADELFAS";"03";"RETIRO";"OPERATIVO";"442951.19";"4471915.44";"ETRS89";40.39588928;-3.67222995;"CALLE";"CERRO NEGRO";"12 C";"28007";;"31041013";;"FUE_03_0046";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3565880";"Fuentes de beber";"092";"ARGÜELLES";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439045.75";"4475290.37";"ETRS89";40.42601550;-3.71856937;"PASEO";"PINTOR ROSALES";"16";"28008";"cv Calle Rey Francisco";"11052506";"2017-08-11 00:00:00.0";"FUE_09_0056";"FUE25";"VP";"PERSONAS";"MU-37A"
"3567461";"Fuentes de beber";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440629.77";"4475283.34";"ETRS89";40.42606672;-3.69989657;"CALLE";"BENEFICENCIA";"8";"28004";"JARDINES DEL ARQUITECTO RIBERA JUNTO A PARQUE INFANTIL";"11005217";"2017-10-09 00:00:00.0";"FUE_01_0045";"FUE25";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"3568639";"Fuentes de beber";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441238.390";"4471659.400";"ETRS89";40.39346365;-3.69238758;"CALLE";"HIERRO";"2";"28045";"JUNTO FAROLA 2, EN PARQUE DEL GRANITO";"31064800";"2017-10-05 00:00:00.0";"FUE_02_0053";"FUE25";"VP";"PERSONAS";"MU-37A"
"3568641";"Fuentes de beber";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"439182.94";"4481256.07";"ETRS89";40.47976688;-3.71752362;"CALLE";"FERMIN CABALLERO";"84";"28035";"CON VUELTA CALLE SANTIAGO DE COMPOSTELA";"31010701";"2017-10-02 00:00:00.0";"FUE_08_0153";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3568801";"Fuentes de beber";"156";"SAN JUAN BAUTISTA";"15";"CIUDAD LINEAL";"OPERATIVO";"444277.24";"4477934.22";"ETRS89";40.45019953;-3.65713296;"PLAZA";"VALVANERA";"5";"28043";"JUNTO ACERA C/ ALBELDA";"31015964";"2021-03-12 00:00:00.0";"FUE_15_0122";"FUE25";"ZV";"PERSONAS";"PIEDRA VP"
"3569158";"Fuentes de beber";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"440375.5";"4479413.31";"ETRS89";40.46325307;-3.70328153;"CALLE";"MARQUES DE VIANA";"58";"28039";"FRENTE AL COLEGIO";"11035958";"2017-10-24 00:00:00.0";"FUE_06_0082";"FUE25";"VP";"PERSONAS";"MU-37A"
"3569414";"Fuentes de beber";"031";"PACIFICO";"03";"RETIRO";"OPERATIVO";"443082.6";"4473087.48";"ETRS89";40.40645666;-3.67078638;"PLAZA";"CONDE DE CASAL";"10";"28007";"JUNTO FAROLA 4 Y CARRIL BICI";"31047387";"2025-01-27 00:00:00.0";"FUE_03_0052";"FUE25";"VP";"PERSONAS";"MU-37AA"
"3569415";"Fuentes de beber";"084";"PILAR";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"439950.08";"4481131.74";"ETRS89";40.47870270;-3.70846174;"AVENIDA";"MONFORTE DE LEMOS";"36";"28029";;"31049013";"2017-10-31 00:00:00.0";"FUE_08_0154";"FUE25";"VP";"PERSONAS";"MU-37B"
"3576061";"Fuentes de beber";"205";"ROSAS";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"448497.27";"4475361.42";"ETRS89";40.42729436;-3.60716078;"CALLE";"CARLOS II";"2";"28022";"JUNTO FAROLA 1048 Y AREA INFANTIL";"20084930";"2017-11-08 00:00:00.0";"FUE_20_0112";"FUE25";"VP";"PERSONAS";"MU-37A"
"3576073";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449778.42";"4468821.52";"ETRS89";40.36845669;-3.59154233;"CALLE";"ALTO DEL RETIRO";"13";"28051";"ENTRE FAROLAS 28 Y 30, PROXIMO A GTA. C/ ANTONIO GADES";"31045486";"2017-10-17 00:00:00.0";"FUE_18_0053";"FUE25";"VP";"PERSONAS";"MU-S37A"
"3576085";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"449610.6";"4468080.21";"ETRS89";40.36176829;-3.59346035;"CALLE";"FERNANDO CHUECA GOITIA";"31";"28051";"FRENTE C/ Mª TERESA LEON,  JUNTO FAROLA 20";"31056617";"2017-11-16 00:00:00.0";"FUE_18_0054";"FUE25";"VP";"PERSONAS";"MU-S37A"
"3576087";"Fuentes de beber";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"FUERA_DE_SERVICIO";"445346.51";"4470606.54";"ETRS89";40.38425853;-3.64389431;"CALLE";"EXTREMEÑOS";"5";"28018";"ENTRE FAROLAS 10 Y 12, JUNTO AREA INFANTIL PARQUE DE LA PALOMA";"20139499";;"FUE_13_0155";"FUE25";"ZV";"PERSONAS";"MU-37A"
"3581346";"Fuentes de beber";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441207.173";"4466924.162";"ETRS89";40.35080376;-3.69231869;"CALLE";"SANTA PETRONILA";"16";"28021";"FRENTE C/ JOSE DEL PINO, JUNTO FAROLA 4 EN BULEVAR";"11128079";"2017-11-21 00:00:00.0";"FUE_17_0121";"FUE25";"ZV";"PERSONAS";"MU-S37A"
"3655196";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"441167.05";"4482813.08";"ETRS89";40.49393596;-3.69426114;"CALLE";"MATARO";"2";"28034";;"11048281";"2017-12-01 00:00:00.0";"FUE_08_0113";"FUE25";"ZV";"PERSONAS";"MU-37A"
"4738570";"Fuentes de beber";"116";"BUENAVISTA";"11";"CARABANCHEL";"OPERATIVO";"435049.06";"4468488.26";"ETRS89";40.36443708;-3.76498734;"CALLE";"TORTA";"3";"28054";"FRENTE C/ /PATRIMONIO DE LA HUMANIDAD, JUNTO FAROLA 37";"31006215";"2017-09-15 00:00:00.0";"FUE_11_0129";"FUE25";"VP";"PERSONAS";"MU-37A"
"4784163";"Fuentes de beber";"192";"VALDEBERNARDO";"19";"VICALVARO";"OPERATIVO";"447553.3";"4472469.97";"ETRS89";40.40118738;-3.61805017;"CALLE";"CORDEL DE PAVONES";"14 A";"28032";"FRENTE Nº 14, JUNTO FAROLA 17 Y AREA INFANTIL";"20124179";"2018-04-02 00:00:00.0";"FUE_19_0115";"FUE25";"ZV";"PERSONAS";"MU-37A"
"4784586";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438429.37";"4482666.43";"ETRS89";40.49241632;-3.72655061;"CALLE";"MENCHU AJAMIL";"2";"28049";"CV CALLE MARIA TERESA DE CALCUTA";"31049743";;"FUE_08_0155";"FUE25";"ZV";"PERSONAS";"EGEA"
"4795658";"Fuentes de beber";"016";"SOL";"01";"CENTRO";"OPERATIVO";"440031.29";"4474322.66";"ETRS89";40.41736955;-3.70686076;"CALLE";"ARENAL";"18";"28013";;"11007831";"2018-06-29 00:00:00.0";"FUE_01_0046";"FUE25";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4795801";"Fuentes de beber";"121";"ORCASITAS";"12";"USERA";"OPERATIVO";"439808.91";"4469323.11";"ETRS89";40.37231507;-3.70900922;"AVENIDA";"POBLADOS";"144";"28041";"JUNTO ACCESO ESCUELA INFANTIL PRADOLONGO Y CARRIL BICI";"31009783";"2018-06-04 00:00:00.0";"FUE_12_0069";"FUE25";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4796090";"Fuentes de beber";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"438908.310";"4470722.410";"ETRS89";40.38485514;-3.71975101;"CALLE";"VIANA";"1";"28025";"C/V C/ VIA LUSITANA, EN PARQUE JUNTO AREA INFANTIL";"11079428";"2018-07-13 00:00:00.0";"FUE_11_0130";"FUE25";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"4796261";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"442762.33";"4484338.64";"ETRS89";40.50779036;-3.67557508;"CALLE";"SAN JUAN DE ORTEGA";"90";"28050";"JUNTO A UNA ZONA VERDE Y UNA ZONA INFANTIL";"31023640";"2018-07-23 00:00:00.0";"FUE_08_0158";"FUE25";"VP";"PERSONAS";"MU-37A"
"4798069";"Fuentes de beber";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445032.33";"4479915.9";"ETRS89";40.46810179;-3.64840042;"GLORIETA";"FRANCISCO FERNANDEZ ORDOÑEZ";"4";"28043";"JUNTO Nº 47 AVDA. GRAN VÍA DE HORTALEZA";"20123605";"2018-08-21 00:00:00.0";"FUE_16_0154";"FUE25";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4813533";"Fuentes de beber";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446725.49";"4479468.28";"ETRS89";40.46417970;-3.62839142;"CALLE";"EL PROVENCIO";"16";"28043";"JUNTO ÁREA INFANTIL";"20063258";;"FUE_16_0168";"FUE25";"ZV";"PERSONAS";"MU-37A"
"4813550";"Fuentes de beber";"035";"LOS JERONIMOS";"03";"RETIRO";"OPERATIVO";"442085.58";"4473289.53";"ETRS89";40.40820807;-3.68255413;"CALLE";"JUAN VALERA";"26";"28014";"ENTRE FAROLAS 14 Y 15, JUNTO AREA INFANTIL";"11013002";"2020-07-15 00:00:00.0";"FUE_03_0057";"FUE25";"VP";"PERSONAS";"MU-37A"
"4813553";"Fuentes de beber";"033";"ESTRELLA";"03";"RETIRO";"OPERATIVO";"443512.78";"4473613.83";"ETRS89";40.41122761;-3.66576365;"CALLE";"ESTRELLA POLAR";"13";"28007";"C/V C/ PEZ AUSTRAL";"11011956";"2020-07-14 00:00:00.0";"FUE_03_0054";"FUE25";"VP";"PERSONAS";"MU-37A"
"4940126";"Fuentes de beber";"165";"APOSTOL SANTIAGO";"16";"HORTALEZA";"OPERATIVO";"443791.53";"4480397.91";"ETRS89";40.47236093;-3.66307872;"CALLE";"JULIO DANVILA";"28";"28033";"ZONA INFANTIL";"11121437";"2018-10-09 00:00:00.0";"FUE_16_0155";"FUE25";"VP";"PERSONAS";"MU-S37A"
"4961115";"Fuentes de beber";"075";"RIOS ROSAS";"07";"CHAMBERI";"OPERATIVO";"440756.59";"4477524.93";"ETRS89";40.44626901;-3.69861061;"CALLE";"PONZANO";"100";"28003";"cv Raimundo Fdez Villaverde";"31006753";"2018-10-15 00:00:00.0";"FUE_07_0021";"FUE25";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4963663";"Fuentes de beber";"146";"VINATEROS";"14";"MORATALAZ";"OPERATIVO";"444799.98";"4472954.92";"ETRS89";40.40537813;-3.65053637;"CALLE";"HACIENDA DE PAVONES";"1";"28030";"JUNTO FAROLA 1 Y QUIOSCO, EN PLAZA DEL ENCUENTRO";"31043377";"2018-10-23 00:00:00.0";"FUE_14_0100";"FUE25";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4988124";"Fuentes de beber";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"439366.88";"4481654.65";"ETRS89";40.48337088;-3.71539177;"AVENIDA";"VENTISQUERO DE LA CONDESA";"2";"28035";;"20079569";;"FUE_08_0160";"FUE25";"ZV";"PERSONAS";"MU-37B"
"4989817";"Fuentes de beber";"092";"ARGÜELLES";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439374.18";"4475539.53";"ETRS89";40.42828404;-3.71472167;"CALLE";"PRINCESA";"33";"28008";"CV CALLE REY FRANCISCO";"11052549";"2018-12-28 00:00:00.0";"FUE_09_0062";"FUE25";"VP";"PERSONAS";"MU-37A"
